ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Returned
8098,D,Flight,7,5,804.61,8,medium,Female,2.62,4270,1
8099,A,Road,3,4,636.7,6,low,Female,24.43,3887,0
8100,C,Flight,8,2,576.51,9,high,Male,24.29,1809,0
8101,B,Flight,1,4,698.0,14,low,Female,13.71,775,0
8102,C,Flight,2,5,152.55,11,low,Male,1.07,175,1
8103,D,Flight,1,1,933.32,12,high,Female,22.99,3486,0
8104,B,Ship,9,5,291.83,17,high,Male,12.36,2359,0
8105,E,Road,4,1,659.93,9,medium,Female,24.49,3853,0
8106,D,Ship,0,5,610.69,0,high,Male,4.32,422,0
8107,C,Road,2,4,640.25,3,medium,Female,13.9,4939,0
8108,C,Flight,0,4,880.16,16,medium,Male,15.79,4443,1
8109,C,Flight,9,5,302.95,12,low,Female,11.09,781,0
8110,A,Road,7,1,751.46,1,medium,Female,29.7,3355,1
8111,D,Road,3,5,602.41,14,low,Male,22.89,238,1
8112,B,Ship,2,1,85.3,11,medium,Male,24.9,2316,0
8113,C,Road,7,4,420.01,1,high,Male,7.23,4999,1
8114,C,Flight,8,3,839.57,6,low,Male,11.54,4830,1
8115,A,Ship,7,2,322.19,3,high,Male,3.32,1442,1
8116,B,Road,5,4,487.44,13,low,Male,29.95,3259,0
8117,D,Road,2,5,493.75,17,medium,Female,7.73,2972,1
8118,E,Ship,7,5,621.83,10,low,Female,3.02,485,1
8119,A,Road,4,1,885.18,2,high,Male,6.16,384,0
8120,D,Flight,4,2,181.8,2,low,Male,17.15,2974,0
8121,E,Ship,8,4,509.57,17,high,Female,10.07,396,1
8122,C,Road,0,2,430.02,0,low,Male,4.92,3001,0
8123,C,Flight,6,2,302.96,12,medium,Female,14.05,4236,0
8124,B,Road,7,4,920.41,4,low,Female,20.11,2398,0
8125,E,Ship,9,1,18.09,3,high,Female,19.94,238,0
8126,C,Road,2,1,130.88,2,medium,Male,0.44,2395,0
8127,C,Road,7,1,736.01,18,low,Female,22.66,1505,0
8128,B,Road,0,3,270.81,12,medium,Male,7.23,4151,0
8129,D,Flight,7,2,725.95,15,high,Male,27.67,4046,0
8130,C,Flight,6,3,833.93,18,medium,Male,4.15,1842,0
8131,A,Road,3,1,262.07,0,high,Female,11.98,3303,0
8132,A,Road,6,4,200.02,17,low,Female,9.37,855,1
8133,D,Ship,9,2,153.85,6,high,Female,14.74,2178,0
8134,E,Road,6,4,208.09,2,high,Male,9.41,4928,1
8135,B,Ship,9,5,274.51,19,high,Female,23.14,1921,0
8136,A,Flight,0,2,870.06,9,high,Female,11.46,3776,1
8137,A,Road,2,4,772.3,7,low,Female,10.5,3703,0
8138,D,Ship,6,1,11.83,1,high,Female,29.14,1580,1
8139,E,Flight,4,3,875.38,9,high,Female,12.1,1368,1
8140,E,Ship,8,4,88.02,17,low,Male,3.9,3441,1
8141,D,Flight,6,5,658.71,11,high,Male,8.04,4699,1
8142,A,Road,2,1,159.96,13,low,Male,21.7,2068,1
8143,B,Ship,0,5,71.65,1,low,Male,7.86,3380,0
8144,A,Road,4,3,762.17,16,high,Male,20.41,3764,0
8145,E,Ship,9,5,472.53,19,medium,Female,27.44,541,0
8146,A,Flight,4,4,603.07,11,low,Male,11.22,1888,1
8147,B,Ship,6,4,431.1,6,low,Female,5.78,2957,0
8148,C,Ship,0,1,76.5,14,medium,Female,21.5,447,0
8149,A,Road,9,3,742.22,1,medium,Female,13.13,2760,0
8150,D,Road,1,3,822.15,11,high,Female,1.38,912,0
8151,C,Road,5,2,51.01,16,medium,Male,17.35,632,0
8152,D,Flight,7,2,381.96,0,low,Female,17.41,4132,0
8153,D,Road,3,4,561.74,7,medium,Female,20.45,1703,0
8154,D,Ship,2,5,609.13,4,low,Male,22.06,3912,0
8155,A,Flight,2,5,582.37,7,high,Female,19.37,2658,1
8156,E,Road,2,1,696.01,19,medium,Female,10.15,2071,1
8157,C,Ship,1,3,967.15,13,medium,Female,25.06,3283,0
8158,B,Ship,0,4,396.68,5,high,Male,28.06,3236,0
8159,E,Flight,4,5,561.06,17,high,Female,9.06,2887,1
8160,A,Ship,9,2,702.09,4,medium,Female,8.45,353,0
8161,D,Road,4,4,596.5,9,medium,Male,15.39,3078,1
8162,B,Ship,4,1,392.88,14,medium,Male,29.57,2255,0
8163,C,Road,3,4,627.84,2,medium,Male,4.9,163,0
8164,E,Road,2,5,653.61,2,low,Female,14.85,4411,0
8165,E,Flight,2,1,589.12,16,medium,Female,5.83,2746,0
8166,B,Ship,1,2,213.06,13,low,Male,12.3,189,0
8167,A,Flight,4,2,510.92,9,high,Female,11.37,645,0
8168,C,Flight,3,5,885.51,18,low,Male,17.13,1988,0
8169,B,Flight,5,1,869.92,15,high,Female,1.04,4635,0
8170,D,Road,1,2,753.28,16,medium,Female,24.22,3188,1
8171,C,Road,1,1,700.22,19,high,Female,21.28,4676,0
8172,E,Road,7,4,161.75,12,high,Male,30.0,4850,0
8173,B,Road,5,3,464.87,0,low,Female,7.67,1824,0
8174,E,Ship,2,3,119.84,0,high,Female,26.03,4132,0
8175,E,Ship,4,3,819.11,16,medium,Female,18.31,4944,1
8176,E,Road,2,2,298.13,17,medium,Female,6.93,4872,0
8177,A,Road,1,5,769.2,16,high,Female,8.87,1350,1
8178,E,Ship,2,3,816.43,11,high,Female,0.61,1373,0
8179,D,Flight,0,5,893.57,5,medium,Male,10.31,1267,0
8180,D,Flight,6,3,756.29,6,medium,Female,26.98,4028,0
8181,C,Road,5,4,569.08,16,medium,Male,2.26,4541,0
8182,E,Flight,4,3,602.2,15,low,Male,27.84,3315,0
8183,E,Road,5,5,327.38,0,low,Female,11.39,207,0
8184,B,Road,7,2,185.23,10,medium,Male,22.23,622,0
8185,A,Road,2,4,139.33,9,medium,Male,19.76,3622,0
8186,C,Ship,2,5,190.2,0,low,Female,20.17,3992,0
8187,E,Flight,4,1,934.61,10,medium,Male,16.45,2355,0
8188,B,Ship,4,3,172.79,2,medium,Female,13.93,618,0
8189,A,Flight,0,4,726.5,15,low,Female,27.85,831,1
8190,C,Ship,3,2,192.78,0,low,Male,20.4,4054,0
8191,C,Ship,8,1,975.54,6,low,Male,18.44,1990,0
8192,E,Road,7,3,372.92,10,medium,Male,12.55,130,0
8193,C,Road,2,4,418.02,16,medium,Female,6.75,1356,1
8194,B,Ship,4,5,410.47,18,medium,Male,0.05,3118,0
8195,C,Flight,4,3,818.29,13,medium,Female,29.42,164,1
8196,D,Flight,6,4,226.11,15,low,Female,22.69,160,0
8197,B,Road,7,3,832.71,16,high,Female,29.82,4892,1
8198,A,Road,8,4,660.49,13,medium,Female,23.11,193,0
8199,A,Flight,6,5,228.08,8,medium,Male,1.37,3777,0
8200,E,Flight,1,3,74.75,12,medium,Male,13.32,1924,0
8201,E,Flight,7,4,777.24,1,low,Female,3.5,2287,1
8202,D,Road,7,1,226.77,19,high,Female,24.04,2605,1
8203,A,Flight,1,2,890.18,7,medium,Female,5.58,1306,0
8204,A,Road,5,4,138.49,3,low,Male,19.73,1103,0
8205,A,Ship,9,4,620.2,4,medium,Male,19.76,398,0
8206,A,Ship,0,4,695.25,14,medium,Male,19.17,717,1
8207,C,Ship,6,3,661.13,1,medium,Male,26.35,596,0
8208,B,Flight,9,2,322.87,8,high,Male,21.77,3785,1
8209,B,Road,1,3,876.77,7,low,Female,9.82,322,0
8210,D,Flight,4,4,772.11,10,high,Male,9.44,2466,0
8211,C,Road,6,4,515.1,12,low,Male,0.67,2104,1
8212,A,Flight,9,2,607.26,6,low,Male,27.25,1255,0
8213,A,Ship,8,1,570.71,18,medium,Male,3.1,3093,0
8214,E,Road,0,3,947.23,14,medium,Male,14.37,2935,1
8215,E,Flight,8,1,897.45,11,high,Male,15.26,1783,0
8216,D,Road,4,4,243.14,12,low,Female,13.44,127,0
8217,A,Road,5,4,270.13,0,high,Female,17.23,176,0
8218,D,Flight,7,5,981.62,7,medium,Male,21.88,4358,1
8219,C,Flight,1,5,244.2,14,high,Female,5.89,1013,0
8220,B,Road,6,1,953.94,13,medium,Female,2.21,516,1
8221,A,Road,3,5,653.26,7,high,Male,25.72,2375,1
8222,C,Ship,8,2,59.61,2,high,Male,14.84,4332,0
8223,A,Road,5,1,342.37,11,high,Male,3.82,637,0
8224,E,Ship,6,5,481.39,14,high,Female,20.16,3172,0
8225,D,Ship,5,5,834.76,15,low,Male,6.69,3841,1
8226,E,Ship,7,2,335.3,6,high,Female,2.45,3247,1
8227,B,Road,5,2,317.47,17,medium,Male,8.48,350,1
8228,E,Ship,6,1,921.06,12,low,Female,8.91,3570,0
8229,A,Road,7,3,88.24,5,low,Male,26.05,3902,1
8230,E,Road,0,2,556.01,1,low,Female,9.22,1734,0
8231,A,Flight,9,5,509.2,1,low,Male,23.41,4973,0
8232,B,Road,3,1,66.76,18,low,Male,17.32,4613,1
8233,E,Road,5,3,96.88,5,high,Male,2.84,1643,0
8234,D,Ship,0,1,388.15,9,high,Male,4.69,1821,0
8235,D,Road,3,5,142.82,16,high,Male,2.4,4451,0
8236,D,Road,5,3,483.29,18,medium,Male,12.04,4338,0
8237,E,Flight,6,3,612.8,15,medium,Female,29.1,4391,0
8238,E,Flight,5,2,694.48,17,high,Female,5.42,2598,0
8239,E,Ship,3,4,551.01,18,high,Female,10.26,4086,1
8240,A,Ship,6,5,385.86,1,low,Male,24.6,1425,0
8241,B,Flight,9,4,138.46,2,high,Female,26.27,460,0
8242,D,Flight,1,5,255.01,14,medium,Male,22.06,3510,0
8243,A,Road,5,1,425.23,14,low,Female,14.01,2231,0
8244,D,Ship,4,4,924.87,11,high,Male,19.47,2836,0
8245,A,Ship,1,3,210.57,19,low,Female,13.5,347,0
8246,E,Road,8,2,419.21,12,high,Female,25.46,4005,1
8247,D,Road,6,5,734.99,1,high,Female,12.3,1916,1
8248,E,Ship,2,2,708.15,17,low,Male,24.53,2617,0
8249,D,Flight,6,5,965.94,14,low,Male,17.57,3921,0
8250,C,Flight,5,3,198.99,17,medium,Male,15.64,1263,0
8251,A,Road,6,3,26.35,12,high,Female,19.69,1745,0
8252,C,Ship,3,3,329.1,5,medium,Male,8.76,994,0
8253,A,Road,9,3,158.2,7,medium,Male,11.76,1240,0
8254,B,Flight,7,3,552.98,15,high,Male,24.15,927,0
8255,D,Flight,7,2,899.79,19,high,Female,11.52,2503,1
8256,B,Road,6,1,691.34,2,medium,Male,19.61,4349,0
8257,B,Flight,6,4,144.44,16,medium,Male,19.91,4415,0
8258,A,Ship,9,2,124.93,17,medium,Female,26.09,4196,1
8259,C,Road,7,4,912.34,11,high,Female,13.31,1338,0
8260,E,Road,0,1,492.73,6,low,Female,27.08,1542,0
8261,A,Road,5,5,924.44,11,high,Female,29.79,4146,0
8262,E,Flight,1,1,738.86,2,medium,Male,5.08,1504,0
8263,B,Ship,0,1,993.41,11,low,Male,21.46,1040,1
8264,E,Road,9,5,872.52,14,high,Male,20.95,4843,1
8265,C,Road,6,4,420.07,16,low,Female,13.68,1527,0
8266,A,Flight,5,3,760.65,11,low,Female,9.11,2316,1
8267,C,Ship,4,5,476.52,8,medium,Male,0.82,3211,1
8268,C,Road,4,5,240.74,0,high,Male,19.09,3084,0
8269,A,Flight,8,1,248.62,15,high,Male,9.47,4111,0
8270,C,Road,8,5,403.35,14,low,Female,16.57,3606,0
8271,D,Flight,5,2,120.35,10,high,Female,3.66,4146,0
8272,D,Ship,2,3,185.99,4,high,Male,1.33,349,1
8273,D,Flight,6,1,505.6,6,high,Female,24.07,4187,1
8274,E,Road,3,4,954.38,2,high,Male,3.69,395,1
8275,C,Road,4,4,581.91,12,medium,Female,4.12,2296,0
8276,A,Flight,6,4,414.41,12,medium,Female,17.12,2610,1
8277,A,Ship,6,4,250.27,18,high,Male,21.93,388,0
8278,E,Ship,9,4,203.94,9,high,Female,0.24,2351,0
8279,A,Road,7,1,661.82,6,high,Male,13.26,4993,1
8280,D,Road,0,2,849.84,19,high,Female,18.94,295,0
8281,C,Flight,4,2,404.87,14,high,Female,22.14,1674,0
8282,A,Flight,8,4,555.15,17,medium,Female,28.44,750,0
8283,A,Flight,6,2,709.66,19,low,Male,0.48,4815,1
8284,B,Ship,1,3,67.71,6,low,Female,26.96,2110,0
8285,B,Ship,0,2,357.39,2,low,Male,29.0,3027,1
8286,B,Road,7,5,732.46,19,medium,Female,25.97,1589,0
8287,C,Road,8,4,687.77,9,medium,Male,28.47,1585,0
8288,D,Road,9,5,62.81,14,high,Male,3.56,660,0
8289,D,Flight,4,5,245.44,11,medium,Male,29.77,4613,0
8290,D,Ship,5,4,683.16,15,medium,Male,22.96,314,1
8291,C,Road,1,1,278.7,18,high,Male,2.08,296,0
8292,C,Road,4,2,816.27,11,high,Male,20.37,2084,1
8293,B,Road,3,3,39.21,1,high,Male,21.09,4413,0
8294,A,Road,7,1,198.44,7,low,Female,18.88,2285,1
8295,E,Road,7,3,288.5,12,low,Male,26.24,3651,0
8296,E,Road,4,4,926.04,0,high,Male,22.46,443,0
8297,A,Ship,7,2,798.36,1,high,Male,4.85,2483,1
8298,B,Road,5,1,885.3,13,low,Female,7.51,2669,0
8299,A,Ship,9,4,446.07,3,high,Male,13.9,3525,0
8300,A,Flight,5,1,824.34,5,high,Male,11.84,4043,0
8301,E,Ship,3,5,854.96,12,low,Female,19.89,4725,0
8302,B,Flight,9,2,405.96,8,medium,Male,4.09,2585,1
8303,C,Ship,2,2,994.52,15,high,Male,10.63,4546,0
8304,E,Ship,8,4,852.73,0,low,Female,7.28,2719,0
8305,C,Road,4,4,974.36,8,low,Male,8.81,2485,1
8306,B,Ship,9,4,867.83,6,low,Male,21.33,4336,0
8307,A,Ship,9,2,778.44,17,medium,Male,2.41,3400,0
8308,D,Road,3,5,944.41,15,high,Male,26.62,1262,0
8309,D,Flight,5,2,425.62,6,high,Female,19.23,4454,0
8310,B,Road,3,4,785.5,17,high,Male,12.35,1011,0
8311,D,Road,5,3,220.76,8,medium,Female,14.57,1948,0
8312,C,Road,9,5,735.47,19,low,Male,20.95,4425,0
8313,D,Flight,7,2,787.5,1,low,Female,21.92,1648,0
8314,B,Ship,7,3,719.36,4,high,Male,24.14,1684,0
8315,B,Ship,5,5,851.31,8,medium,Female,7.91,459,0
8316,C,Road,0,2,419.2,3,low,Female,25.74,2795,1
8317,D,Road,0,4,549.32,15,medium,Male,24.92,781,1
8318,D,Ship,2,2,20.56,2,high,Male,25.65,731,0
8319,A,Ship,1,5,154.59,5,medium,Female,2.42,2226,1
8320,E,Ship,0,4,647.75,16,high,Male,4.31,4514,0
8321,B,Flight,0,1,566.69,18,medium,Male,18.74,554,0
8322,A,Flight,5,3,205.36,7,medium,Male,28.59,4000,0
8323,B,Road,6,4,251.03,9,low,Male,3.3,1044,0
8324,A,Flight,7,4,350.64,9,low,Female,22.17,3425,0
8325,E,Road,2,5,719.25,15,medium,Male,4.08,886,1
8326,A,Ship,0,5,613.62,5,low,Male,28.51,3228,0
8327,B,Ship,4,3,78.88,19,high,Female,24.0,3234,0
8328,D,Road,7,5,762.34,7,high,Male,8.65,1120,0
8329,B,Ship,3,4,270.03,2,low,Female,1.43,1573,0
8330,C,Road,1,3,675.04,1,low,Male,13.1,4601,0
8331,C,Road,8,3,132.13,9,low,Male,15.75,4750,0
8332,C,Road,8,2,997.94,7,medium,Female,15.81,3960,0
8333,C,Flight,2,4,89.53,11,medium,Female,25.56,2174,0
8334,E,Road,6,4,744.32,19,high,Female,29.43,1371,0
8335,D,Road,0,5,545.92,11,medium,Female,12.96,4068,1
8336,D,Road,7,4,95.08,8,low,Male,4.91,3110,0
8337,B,Flight,7,5,36.54,18,medium,Male,11.31,1305,0
8338,A,Ship,2,4,369.04,14,medium,Male,21.36,1904,0
8339,B,Flight,4,2,804.2,13,medium,Male,17.51,2422,0
8340,B,Road,3,4,50.74,4,low,Female,2.6,3120,0
8341,B,Flight,6,2,707.35,17,medium,Male,6.3,4823,0
8342,B,Ship,6,4,658.82,11,medium,Male,20.81,1217,0
8343,D,Ship,7,4,272.88,5,medium,Male,20.94,2353,1
8344,A,Road,4,1,86.72,19,low,Male,18.27,2761,0
8345,B,Ship,4,4,916.17,10,medium,Female,8.82,1992,0
8346,D,Flight,7,2,307.35,14,high,Female,4.9,1169,1
8347,B,Flight,4,3,120.27,3,high,Female,6.86,2751,0
8348,C,Ship,0,2,684.7,13,low,Female,24.23,3360,1
8349,B,Road,2,4,224.51,4,low,Male,14.66,1655,0
8350,B,Road,1,5,480.87,10,medium,Female,10.54,3630,0
8351,E,Flight,9,1,59.9,19,low,Male,4.08,1824,0
8352,C,Ship,4,5,993.05,6,medium,Female,11.78,126,0
8353,A,Flight,7,1,453.14,12,medium,Male,12.53,2396,0
8354,B,Flight,8,1,999.12,18,medium,Male,26.58,2048,0
8355,A,Flight,8,5,391.82,3,medium,Male,28.2,1874,0
8356,C,Road,0,4,354.37,19,low,Female,25.18,3220,0
8357,B,Ship,0,2,915.43,11,high,Male,11.65,230,0
8358,E,Ship,0,5,336.17,13,low,Male,16.78,2088,0
8359,D,Road,0,3,437.69,0,medium,Male,25.24,3099,0
8360,E,Flight,8,1,87.33,7,high,Male,1.51,1305,0
8361,E,Flight,0,2,955.91,15,medium,Female,15.98,1259,0
8362,D,Road,6,3,94.3,18,medium,Female,11.96,4932,0
8363,D,Ship,5,2,773.47,4,medium,Male,11.43,4145,0
8364,D,Road,8,4,543.23,13,medium,Female,10.5,2573,0
8365,B,Ship,8,3,70.79,11,high,Female,19.21,4866,0
8366,A,Ship,3,5,11.69,11,low,Male,12.52,2468,0
8367,A,Ship,8,2,936.2,19,low,Male,9.67,2518,0
8368,D,Flight,5,5,744.75,11,low,Female,16.99,586,1
8369,E,Flight,4,5,689.57,10,high,Female,11.19,4946,0
8370,C,Road,8,2,444.17,14,high,Female,1.04,3181,1
8371,D,Road,6,2,246.23,6,low,Female,12.53,2121,0
8372,E,Flight,8,1,683.06,9,high,Female,5.88,3836,0
8373,E,Road,4,1,612.22,4,medium,Female,3.0,4629,0
8374,B,Flight,3,3,729.08,14,low,Male,26.18,2464,1
8375,B,Flight,9,3,372.13,1,medium,Female,20.75,2696,0
8376,A,Ship,2,3,987.05,12,high,Male,11.43,4109,0
8377,A,Ship,4,1,76.34,13,medium,Male,29.56,440,0
8378,C,Flight,8,5,88.9,19,high,Female,11.02,3672,0
8379,C,Ship,2,4,917.71,5,low,Female,7.33,4194,0
8380,C,Flight,0,4,651.23,0,low,Male,14.21,4675,0
8381,C,Ship,1,2,333.07,14,low,Female,28.37,1313,1
8382,E,Road,9,1,764.33,10,high,Female,19.92,745,0
8383,E,Road,4,2,458.25,12,medium,Male,21.92,4138,0
8384,A,Flight,2,4,30.91,16,high,Female,4.96,1174,0
8385,B,Flight,5,2,654.59,3,medium,Male,1.2,2546,1
8386,B,Ship,7,1,250.68,10,high,Male,16.11,2897,0
8387,D,Ship,5,1,124.18,0,medium,Female,9.91,3247,0
8388,E,Flight,9,1,233.02,13,low,Male,1.28,352,0
8389,C,Road,8,4,481.4,4,medium,Male,26.88,1845,0
8390,C,Road,5,1,59.36,4,medium,Male,0.75,4860,0
8391,D,Flight,4,3,884.32,2,low,Female,0.38,440,0
8392,B,Road,3,3,564.32,8,high,Female,8.98,2682,1
8393,C,Flight,1,1,300.07,12,medium,Female,14.92,2081,0
8394,B,Ship,5,3,690.13,10,high,Female,13.52,2464,1
8395,D,Road,1,1,806.19,17,medium,Male,10.8,1243,0
8396,B,Road,4,4,617.79,9,medium,Male,25.91,2126,0
8397,B,Ship,0,3,210.47,5,high,Female,8.93,4352,0
8398,B,Ship,2,4,119.19,8,medium,Male,19.58,3744,0
8399,C,Road,9,3,861.3,12,medium,Male,11.96,2839,1
8400,A,Road,4,5,242.34,17,high,Female,11.66,3317,0
8401,E,Flight,6,5,29.88,9,high,Female,27.98,2191,0
8402,B,Flight,7,4,646.47,14,high,Female,20.92,2327,0
8403,B,Road,6,3,161.36,11,high,Male,16.15,2094,0
8404,B,Flight,6,5,991.06,19,medium,Female,5.24,144,0
8405,A,Ship,1,1,871.03,14,low,Female,4.13,3079,0
8406,D,Flight,5,2,612.36,13,high,Male,5.81,2987,1
8407,C,Flight,4,5,835.53,18,high,Female,18.81,1319,0
8408,A,Road,8,5,475.83,18,medium,Female,1.68,4795,1
8409,B,Flight,9,1,790.6,9,low,Male,13.92,1253,0
8410,A,Road,3,5,650.07,0,low,Female,13.79,4093,0
8411,A,Road,6,5,38.36,19,high,Female,27.53,4022,0
8412,A,Road,7,5,949.27,6,high,Male,11.1,3133,0
8413,D,Ship,5,3,862.31,10,low,Female,26.9,1058,1
8414,E,Flight,2,5,953.87,3,low,Female,18.45,1695,0
8415,C,Flight,4,2,734.05,3,high,Male,11.7,2462,1
8416,D,Flight,0,3,417.94,9,low,Male,15.8,2124,0
8417,D,Road,7,3,214.92,4,medium,Female,2.83,2401,0
8418,E,Ship,1,4,188.2,15,low,Male,26.69,3587,0
8419,D,Road,9,5,153.47,11,low,Male,18.94,2579,0
8420,A,Flight,6,2,228.4,0,low,Female,13.07,1948,0
8421,A,Road,8,2,555.13,4,low,Male,23.27,3403,1
8422,B,Road,0,4,686.91,17,medium,Female,12.13,4694,0
8423,D,Flight,3,2,320.92,3,medium,Female,13.83,4315,0
8424,B,Road,6,3,553.26,14,low,Male,12.66,4869,0
8425,C,Road,8,1,347.84,5,low,Male,29.9,3127,1
8426,A,Ship,1,3,699.54,6,low,Male,23.11,3898,0
8427,C,Road,1,1,988.6,18,medium,Female,27.86,4799,0
8428,E,Ship,5,2,692.13,13,high,Male,11.39,3223,0
8429,A,Flight,2,5,68.44,14,low,Female,14.71,3765,0
8430,C,Ship,3,1,482.46,15,high,Male,6.04,3544,0
8431,E,Road,2,3,772.68,14,medium,Female,0.3,3355,1
8432,C,Flight,0,3,546.82,5,low,Female,5.84,1632,1
8433,E,Road,5,3,951.55,5,medium,Male,27.87,4497,1
8434,E,Road,1,3,64.22,5,low,Female,13.69,3210,0
8435,A,Ship,1,4,298.24,11,high,Female,3.93,2698,0
8436,B,Road,6,2,228.51,1,high,Female,13.58,3100,0
8437,E,Ship,4,5,769.95,3,low,Male,23.78,3390,1
8438,E,Flight,7,4,528.56,5,low,Male,15.02,4386,1
8439,A,Flight,1,2,146.96,9,high,Male,28.1,4062,1
8440,B,Road,9,1,292.74,18,medium,Male,26.95,2014,0
8441,D,Ship,7,4,527.43,4,low,Male,14.2,498,0
8442,D,Road,6,4,996.17,5,medium,Male,2.49,4080,0
8443,B,Road,9,4,370.65,13,low,Male,21.13,185,0
8444,C,Road,7,4,165.26,14,low,Female,10.69,4166,0
8445,A,Road,2,1,502.1,18,low,Female,23.57,2810,0
8446,B,Ship,7,3,317.08,18,high,Male,9.27,1698,0
8447,D,Road,5,4,570.31,6,high,Female,9.92,2859,0
8448,E,Flight,1,2,472.04,17,low,Male,16.27,4136,0
8449,D,Ship,5,3,692.6,11,medium,Female,0.75,3850,0
8450,E,Road,4,1,915.15,7,low,Male,5.09,2914,1
8451,A,Ship,2,5,208.51,2,medium,Female,25.54,966,0
8452,E,Road,0,1,822.97,14,low,Female,28.7,793,0
8453,B,Flight,6,5,949.77,9,medium,Female,5.76,3505,1
8454,E,Flight,1,2,379.87,18,medium,Male,23.17,4086,0
8455,C,Flight,0,5,122.53,11,low,Male,3.36,4141,0
8456,B,Ship,0,4,823.69,2,low,Female,14.18,3569,0
8457,A,Flight,6,3,704.08,13,low,Female,15.25,3894,0
8458,B,Road,0,3,220.59,16,high,Female,16.91,3920,0
8459,C,Road,8,4,450.77,2,medium,Male,10.84,4068,0
8460,A,Road,5,3,582.21,6,low,Male,25.68,1530,0
8461,D,Ship,3,1,178.16,16,high,Male,9.1,4592,0
8462,C,Ship,3,4,717.76,14,low,Male,14.56,4623,0
8463,A,Flight,4,4,692.98,19,high,Female,5.82,838,0
8464,E,Ship,1,3,888.26,9,high,Male,17.19,4098,1
8465,B,Road,4,5,571.6,6,medium,Female,5.92,3588,1
8466,A,Road,1,2,578.57,19,low,Female,7.25,4976,0
8467,B,Road,3,5,623.19,2,high,Male,13.12,4933,0
8468,E,Ship,9,1,281.05,14,low,Male,8.33,4214,1
8469,A,Road,4,4,761.02,19,medium,Male,1.2,4919,0
8470,D,Flight,5,4,665.87,4,high,Male,23.89,4902,0
8471,C,Ship,5,1,840.75,1,low,Male,24.6,1666,0
8472,A,Road,8,2,770.9,8,medium,Female,27.02,1526,0
8473,E,Road,3,4,642.19,17,medium,Female,29.4,2189,0
8474,A,Ship,4,5,169.28,12,high,Male,3.4,4462,0
8475,B,Ship,5,1,919.96,19,medium,Female,8.24,2386,1
8476,A,Flight,3,4,373.54,6,high,Female,18.92,4014,0
8477,D,Ship,5,5,964.66,3,medium,Male,26.29,3636,0
8478,A,Road,1,1,407.85,7,low,Female,4.87,4037,1
8479,C,Flight,6,1,154.48,5,low,Female,14.51,469,1
8480,A,Road,2,1,885.99,3,medium,Female,29.36,812,0
8481,B,Road,9,2,797.11,4,low,Male,9.93,2570,0
8482,A,Road,3,1,788.43,19,medium,Male,14.73,3661,0
8483,D,Ship,8,3,98.52,19,medium,Female,20.81,1466,0
8484,E,Ship,4,3,880.49,8,medium,Male,12.65,4016,1
8485,A,Road,8,1,600.44,7,medium,Female,21.53,2821,1
8486,A,Ship,9,4,475.65,1,high,Female,4.43,1037,0
8487,C,Road,9,3,914.04,6,low,Male,6.92,4916,0
8488,D,Ship,9,5,669.38,17,low,Male,11.61,4883,0
8489,E,Ship,9,5,141.7,9,low,Male,29.52,2034,1
8490,B,Ship,5,4,524.34,2,high,Female,10.46,1410,0
8491,A,Flight,7,5,640.25,16,medium,Male,27.47,4242,0
8492,E,Ship,4,4,899.57,1,high,Female,26.25,4243,0
8493,B,Flight,4,5,287.1,2,low,Male,22.67,4582,0
8494,D,Flight,2,1,796.29,4,medium,Male,11.11,1424,0
8495,D,Flight,6,5,801.81,12,medium,Male,9.91,2183,0
8496,E,Road,1,1,136.77,12,medium,Male,19.19,509,0
8497,B,Ship,2,5,27.06,5,low,Female,6.98,2274,0
8498,D,Road,1,5,585.6,13,low,Male,10.82,4759,0
8499,E,Flight,7,5,791.58,4,high,Female,24.45,1403,1
8500,D,Ship,3,1,558.89,0,low,Female,6.32,3433,0
8501,D,Road,9,5,815.21,8,medium,Male,24.84,4010,1
8502,D,Flight,7,5,626.08,2,medium,Female,16.56,4223,1
8503,C,Road,7,2,656.76,5,low,Female,15.35,2192,0
8504,B,Road,7,1,37.87,3,medium,Female,18.41,2737,0
8505,E,Ship,7,3,97.71,1,medium,Male,18.94,1674,1
8506,E,Ship,7,4,727.78,15,high,Male,16.75,3640,0
8507,B,Road,8,2,765.21,5,medium,Male,21.04,750,1
8508,B,Ship,1,5,546.76,13,medium,Male,10.74,1839,0
8509,B,Ship,8,3,594.26,9,low,Female,24.32,902,0
8510,B,Road,7,3,618.22,3,low,Female,6.64,4823,0
8511,A,Ship,9,5,113.94,6,medium,Male,21.43,3626,0
8512,E,Ship,0,5,671.23,16,high,Female,11.56,4986,0
8513,A,Flight,4,2,483.69,4,high,Female,20.85,228,0
8514,D,Ship,1,1,606.5,13,medium,Female,0.97,2039,0
8515,D,Flight,9,2,567.51,15,medium,Male,11.71,4293,0
8516,E,Road,4,1,765.37,7,medium,Female,28.89,2841,0
8517,D,Flight,7,3,325.38,15,medium,Male,17.19,1237,1
8518,B,Road,8,4,379.79,5,high,Male,14.98,4087,1
8519,A,Ship,8,5,397.69,10,high,Female,7.42,3505,0
8520,B,Ship,0,2,764.83,1,high,Female,14.74,4904,0
8521,D,Flight,6,3,436.8,0,high,Female,24.7,2363,0
